PSA_Id,Domain,English,Kiswahili,Dholuo,English_tokens,Kiswahili_tokens,Dholuo_tokens,English_token_count,Kiswahili_token_count,Dholuo_token_count,Kiswahili_borrowed_terms,Dholuo_borrowed_terms,Kiswahili_has_codeswitch,Dholuo_has_codeswitch,English_word_count,Kiswahili_word_count,Dholuo_word_count,ratio_kis_eng,ratio_dho_eng,ratio_dho_kis,Dholuo_has_repeat_loop
3620,Agriculture,Protect your beans from fall armyworm by practicing timely weeding.,Linda maharagwe yako dhidi ya funza jeshi kwa kupalilia kwa wakati.,Riek beans mari mondo kik omak winyo mag yamo kuom timo puonjruok mar ng'ado yien e kinde mowinjore.,"['Protect', 'your', 'beans', 'from', 'fall', 'armyworm', 'by', 'practicing', 'timely', 'weeding', '.']","['Linda', 'maharagwe', 'yako', 'dhidi', 'ya', 'funza', 'jeshi', 'kwa', 'kupalilia', 'kwa', 'wakati', '.']","['Riek', 'beans', 'mari', 'mondo', 'kik', 'omak', 'winyo', 'mag', 'yamo', 'kuom', 'timo', 'puonjruok', 'mar', 'ng', ""'"", 'ado', 'yien', 'e', 'kinde', 'mowinjore', '.']",11,12,21,[],[],False,False,10,11,18,1.1,1.8,1.6363636363636365,False
166,Education,EACC campaigns to encourage anonymous reporting of corruption cases.,EACC inafanya kampeni za kuhamasisha kuripoti visa vya ufisadi bila majina.,EACC timo kampen mar jiwo ji mondo ochiw ripot e wi weche mag mibadhi e yo ma onge ng'at ma ong'eyo.,"['EACC', 'campaigns', 'to', 'encourage', 'anonymous', 'reporting', 'of', 'corruption', 'cases', '.']","['EACC', 'inafanya', 'kampeni', 'za', 'kuhamasisha', 'kuripoti', 'visa', 'vya', 'ufisadi', 'bila', 'majina', '.']","['EACC', 'timo', 'kampen', 'mar', 'jiwo', 'ji', 'mondo', 'ochiw', 'ripot', 'e', 'wi', 'weche', 'mag', 'mibadhi', 'e', 'yo', 'ma', 'onge', 'ng', ""'"", 'at', 'ma', 'ong', ""'"", 'eyo', '.']",10,12,26,['EACC'],['EACC'],True,True,9,11,21,1.2222222222222223,2.3333333333333335,1.9090909090909092,False
1854,Security & Safety,"""Fake humanitarian campaigns using stolen photos have been flagged on Twitter. Always verify fundraisers through trusted platforms like M-Changa or Red Cross Kenya.""","""Kampeni bandia za kibinadamu zinazotumia picha zilizoibiwa zimeripotiwa kwenye Twitter. Daima thibitisha wafadhili kupitia majukwaa yanayoaminika kama M-Changa au Msalaba Mwekundu Kenya.""","""Kampen mag konyo ji ma ok kare ma tiyo gi piche mokwal oseket e twita. Kinde duto tem neno joma golo chiwo kokalo kuom kuonde ma igeno kaka M-Changa kata Red Cross Kenya"".","['``', 'Fake', 'humanitarian', 'campaigns', 'using', 'stolen', 'photos', 'have', 'been', 'flagged', 'on', 'Twitter', '.', 'Always', 'verify', 'fundraisers', 'through', 'trusted', 'platforms', 'like', 'M-Changa', 'or', 'Red', 'Cross', 'Kenya', '.', ""''""]","['``', 'Kampeni', 'bandia', 'za', 'kibinadamu', 'zinazotumia', 'picha', 'zilizoibiwa', 'zimeripotiwa', 'kwenye', 'Twitter', '.', 'Daima', 'thibitisha', 'wafadhili', 'kupitia', 'majukwaa', 'yanayoaminika', 'kama', 'M-Changa', 'au', 'Msalaba', 'Mwekundu', 'Kenya', '.', ""''""]","['""', 'Kampen', 'mag', 'konyo', 'ji', 'ma', 'ok', 'kare', 'ma', 'tiyo', 'gi', 'piche', 'mokwal', 'oseket', 'e', 'twita', '.', 'Kinde', 'duto', 'tem', 'neno', 'joma', 'golo', 'chiwo', 'kokalo', 'kuom', 'kuonde', 'ma', 'igeno', 'kaka', 'M', '-', 'Changa', 'kata', 'Red', 'Cross', 'Kenya', '""', '.']",27,26,39,"['Twitter', 'M', 'Changa', 'Kenya']","['M', 'Cross', 'Changa', 'Kenya', 'Red']",True,True,23,22,33,0.9565217391304348,1.434782608695652,1.5,False
3148,Security & Safety,How Tana River Communities Take Action: Preparing Early for Droughts and Floods,Jinsi Jumuiya za Tana River Huchukua Hatua: Kujitayarisha Mapema kwa Ukame na Mafuriko,Kaka Jodak ma Odak e Aora Tana Kawo Okang': Iikruok Motelo ne Oro kod Pi ma Opong'o piny,"['How', 'Tana', 'River', 'Communities', 'Take', 'Action', ':', 'Preparing', 'Early', 'for', 'Droughts', 'and', 'Floods']","['Jinsi', 'Jumuiya', 'za', 'Tana', 'River', 'Huchukua', 'Hatua', ':', 'Kujitayarisha', 'Mapema', 'kwa', 'Ukame', 'na', 'Mafuriko']","['Kaka', 'Jodak', 'ma', 'Odak', 'e', 'Aora', 'Tana', 'Kawo', 'Okang', ""'"", ':', 'Iikruok', 'Motelo', 'ne', 'Oro', 'kod', 'Pi', 'ma', 'Opong', ""'"", 'o', 'piny']",13,14,22,"['Tana', 'River']",['Tana'],True,True,12,13,18,1.0833333333333333,1.5,1.3846153846153846,False
3609,Agriculture,Combine mulching early with proper spacing to boost your beans yield.,Changanya kufunika udongo mapema na nafasi sahihi ili kuongeza mavuno ya maharagwe.,Kod ng'ado lum mapiyo ka iketo thuolo mowinjore mondo imed ng'iewo cham mari.,"['Combine', 'mulching', 'early', 'with', 'proper', 'spacing', 'to', 'boost', 'your', 'beans', 'yield', '.']","['Changanya', 'kufunika', 'udongo', 'mapema', 'na', 'nafasi', 'sahihi', 'ili', 'kuongeza', 'mavuno', 'ya', 'maharagwe', '.']","['Kod', 'ng', ""'"", 'ado', 'lum', 'mapiyo', 'ka', 'iketo', 'thuolo', 'mowinjore', 'mondo', 'imed', 'ng', ""'"", 'iewo', 'cham', 'mari', '.']",12,13,18,[],[],False,False,11,12,13,1.0909090909090908,1.1818181818181819,1.0833333333333333,False
4482,Security & Safety,"During search and rescue operations, always keep emergency contacts on hand in case of disease outbreaks.","Wakati wa operesheni za utafutaji na uokoaji, weka nambari za dharura karibu endapo kutakuwa na milipuko ya magonjwa.","E kinde mag manyo kendo reso ji, kinde duto bed gi jogo ma inyalo tudorego mapiyo kapo ni tuoche moko owuok.","['During', 'search', 'and', 'rescue', 'operations', ',', 'always', 'keep', 'emergency', 'contacts', 'on', 'hand', 'in', 'case', 'of', 'disease', 'outbreaks', '.']","['Wakati', 'wa', 'operesheni', 'za', 'utafutaji', 'na', 'uokoaji', ',', 'weka', 'nambari', 'za', 'dharura', 'karibu', 'endapo', 'kutakuwa', 'na', 'milipuko', 'ya', 'magonjwa', '.']","['E', 'kinde', 'mag', 'manyo', 'kendo', 'reso', 'ji', ',', 'kinde', 'duto', 'bed', 'gi', 'jogo', 'ma', 'inyalo', 'tudorego', 'mapiyo', 'kapo', 'ni', 'tuoche', 'moko', 'owuok', '.']",18,20,23,[],[],False,False,16,18,21,1.125,1.3125,1.1666666666666667,False
2920,Health,COVID-19 Outbreak in Kenya Daily report SITREP-130 25-Jul-2020,Mlipuko wa COVID-19 nchini Kenya Ripoti ya Kila siku SITREP-130 25-Jul-2020,Tuwo mar COVID-19 e piny Kenya Ripot ma pile ka pile,"['COVID-19', 'Outbreak', 'in', 'Kenya', 'Daily', 'report', 'SITREP-130', '25-Jul-2020']","['Mlipuko', 'wa', 'COVID-19', 'nchini', 'Kenya', 'Ripoti', 'ya', 'Kila', 'siku', 'SITREP-130', '25-Jul-2020']","['Tuwo', 'mar', 'COVID', '-', '19', 'e', 'piny', 'Kenya', 'Ripot', 'ma', 'pile', 'ka', 'pile']",8,11,13,"['SITREP-130', 'Jul-2020', 'COVID-19', 'Kenya']","['COVID-19', 'Kenya']",True,True,8,11,11,1.375,1.375,1.0,False
1247,Health,"Drug or alcohol addiction can exacerbate feelings of hopelessness, worsen mental health conditions, impair decision-making, and increase the risk of suicidal thoughts. Avoid drugs and substance abuse","Uraibu wa dawa za kulevya au pombe unaweza kuzidisha hisia za kukata tamaa, kuzidisha hali ya afya ya akili, kudhoofisha uamuzi, na kuongeza hatari ya mawazo ya kujiua. Epuka dawa za kulevya na matumizi mabaya ya dawa za kulevya.","Madho kong'o kata tiyo gi yedhe mamero nyalo miyo ng'ato obed gi chuny mool, obed gi parruok mang'eny, obed ng'at maok nyal ng'ado paro e yo makare, kendo onyalo bedo gi paro mar dwaro negore. Tamri tiyo gi yedhe mamero koda kong'o","['Drug', 'or', 'alcohol', 'addiction', 'can', 'exacerbate', 'feelings', 'of', 'hopelessness', ',', 'worsen', 'mental', 'health', 'conditions', ',', 'impair', 'decision-making', ',', 'and', 'increase', 'the', 'risk', 'of', 'suicidal', 'thoughts', '.', 'Avoid', 'drugs', 'and', 'substance', 'abuse']","['Uraibu', 'wa', 'dawa', 'za', 'kulevya', 'au', 'pombe', 'unaweza', 'kuzidisha', 'hisia', 'za', 'kukata', 'tamaa', ',', 'kuzidisha', 'hali', 'ya', 'afya', 'ya', 'akili', ',', 'kudhoofisha', 'uamuzi', ',', 'na', 'kuongeza', 'hatari', 'ya', 'mawazo', 'ya', 'kujiua', '.', 'Epuka', 'dawa', 'za', 'kulevya', 'na', 'matumizi', 'mabaya', 'ya', 'dawa', 'za', 'kulevya', '.']","['Madho', 'kong', ""'"", 'o', 'kata', 'tiyo', 'gi', 'yedhe', 'mamero', 'nyalo', 'miyo', 'ng', ""'"", 'ato', 'obed', 'gi', 'chuny', 'mool', ',', 'obed', 'gi', 'parruok', 'mang', ""'"", 'eny', ',', 'obed', 'ng', ""'"", 'at', 'maok', 'nyal', 'ng', ""'"", 'ado', 'paro', 'e', 'yo', 'makare', ',', 'kendo', 'onyalo', 'bedo', 'gi', 'paro', 'mar', 'dwaro', 'negore', '.', 'Tamri', 'tiyo', 'gi', 'yedhe', 'mamero', 'koda', 'kong', ""'"", 'o']",31,44,58,[],[],False,False,27,39,42,1.4444444444444444,1.5555555555555556,1.0769230769230769,False
2925,Health,MINISTRY OF HEALTH KENYA COVID-19 IMMUNIZATION STATUS REPORT 12TH MAY 2022,RIPOTI YA HALI YA CHANJO YA WIZARA YA AFYA KENYA COVID-19 TAREHE 12 MEI 2022,RIPOT MAR CHALO MAR CHOTH TUO MAR CHOKO MAR TUDO MAR KENYA TAR 12 MAR ABICH 2022,"['MINISTRY', 'OF', 'HEALTH', 'KENYA', 'COVID-19', 'IMMUNIZATION', 'STATUS', 'REPORT', '12TH', 'MAY', '2022']","['RIPOTI', 'YA', 'HALI', 'YA', 'CHANJO', 'YA', 'WIZARA', 'YA', 'AFYA', 'KENYA', 'COVID-19', 'TAREHE', '12', 'MEI', '2022']","['RIPOT', 'MAR', 'CHALO', 'MAR', 'CHOTH', 'TUO', 'MAR', 'CHOKO', 'MAR', 'TUDO', 'MAR', 'KENYA', 'TAR', '12', 'MAR', 'ABICH', '2022']",11,15,17,"['KENYA', 'COVID-19']",['KENYA'],True,True,11,15,17,1.3636363636363635,1.5454545454545454,1.1333333333333333,False
4141,Health,Parents should watch for anaemia in children and seek child growth monitoring promptly.,Wazazi wanapaswa kuchunga upungufu wa damu kwa watoto na kutafuta ufuatiliaji wa ukuaji wa mtoto haraka.,Jonyuol onego orit ka nyithindo nigi ng'ol mar remo kendo giyud yore mag luwo dongruok mar nyithindo mapiyo.,"['Parents', 'should', 'watch', 'for', 'anaemia', 'in', 'children', 'and', 'seek', 'child', 'growth', 'monitoring', 'promptly', '.']","['Wazazi', 'wanapaswa', 'kuchunga', 'upungufu', 'wa', 'damu', 'kwa', 'watoto', 'na', 'kutafuta', 'ufuatiliaji', 'wa', 'ukuaji', 'wa', 'mtoto', 'haraka', '.']","['Jonyuol', 'onego', 'orit', 'ka', 'nyithindo', 'nigi', 'ng', ""'"", 'ol', 'mar', 'remo', 'kendo', 'giyud', 'yore', 'mag', 'luwo', 'dongruok', 'mar', 'nyithindo', 'mapiyo', '.']",14,17,21,[],[],False,False,13,16,18,1.2307692307692308,1.3846153846153846,1.125,False
2941,Governance,"By-elections for Member of County Assembly for porro Ward in Samburu West Constituency, Samburu County and Endo ward in Marakwet East Constituency Elgeyo/Marakwet county and Member of National Assembly, Emurua Dikirr Constituency, Narok County scheduled to be held on Thursday, 14th May, 2026.","Uchaguzi mdogo wa Mbunge wa Kaunti ya Wadi ya Porro katika Eneo Bunge la Samburu Magharibi, Kaunti ya Samburu na wadi ya Endo katika eneo bunge la Marakwet Mashariki Kaunti ya Elgeyo/Marakwet na Mbunge wa Emurua Dikirr, Kaunti ya Narok umeratibiwa kufanywa Alhamisi, Mei 14, 2026.","<2Zepa> Oyier mar ng'ado bura mar bedo jatend bura mar porro e gweng' mar Samburu ma yo podho chieng', gweng' mar Samburu kod gweng' mar Endo e gweng' mar Elgeyo/Marakwet kod jatend bura mar pinyno e gweng' mar Emurua Dikirr, gweng' mar Narok, ne oket mondo otimre e odiechieng' mar ang'wen tarik 14 dwe mar abich higa mar 2019.","['By-elections', 'for', 'Member', 'of', 'County', 'Assembly', 'for', 'porro', 'Ward', 'in', 'Samburu', 'West', 'Constituency', ',', 'Samburu', 'County', 'and', 'Endo', 'ward', 'in', 'Marakwet', 'East', 'Constituency', 'Elgeyo/Marakwet', 'county', 'and', 'Member', 'of', 'National', 'Assembly', ',', 'Emurua', 'Dikirr', 'Constituency', ',', 'Narok', 'County', 'scheduled', 'to', 'be', 'held', 'on', 'Thursday', ',', '14th', 'May', ',', '2026', '.']","['Uchaguzi', 'mdogo', 'wa', 'Mbunge', 'wa', 'Kaunti', 'ya', 'Wadi', 'ya', 'Porro', 'katika', 'Eneo', 'Bunge', 'la', 'Samburu', 'Magharibi', ',', 'Kaunti', 'ya', 'Samburu', 'na', 'wadi', 'ya', 'Endo', 'katika', 'eneo', 'bunge', 'la', 'Marakwet', 'Mashariki', 'Kaunti', 'ya', 'Elgeyo/Marakwet', 'na', 'Mbunge', 'wa', 'Emurua', 'Dikirr', ',', 'Kaunti', 'ya', 'Narok', 'umeratibiwa', 'kufanywa', 'Alhamisi', ',', 'Mei', '14', ',', '2026', '.']","['<', '2Zepa', '>', 'Oyier', 'mar', 'ng', ""'"", 'ado', 'bura', 'mar', 'bedo', 'jatend', 'bura', 'mar', 'porro', 'e', 'gweng', ""'"", 'mar', 'Samburu', 'ma', 'yo', 'podho', 'chieng', ""'"", ',', 'gweng', ""'"", 'mar', 'Samburu', 'kod', 'gweng', ""'"", 'mar', 'Endo', 'e', 'gweng', ""'"", 'mar', 'Elgeyo', '/', 'Marakwet', 'kod', 'jatend', 'bura', 'mar', 'pinyno', 'e', 'gweng', ""'"", 'mar', 'Emurua', 'Dikirr', ',', 'gweng', ""'"", 'mar', 'Narok', ',', 'ne', 'oket', 'mondo', 'otimre', 'e', 'odiechieng', ""'"", 'mar', 'ang', ""'"", 'wen', 'tarik', '14', 'dwe', 'mar', 'abich', 'higa', 'mar', '2019', '.']",49,51,79,"['Samburu', 'Endo', 'Emurua', 'Marakwet', 'Dikirr', 'Narok', 'Elgeyo']","['Samburu', 'Endo', 'Emurua', 'Marakwet', 'Dikirr', 'Narok', 'Elgeyo']",True,True,43,46,59,1.069767441860465,1.372093023255814,1.2826086956521738,False
2087,Security & Safety,Kenya Methodist University/IJRISS research shows community policing significantly improves service delivery and trust in Nairobi County,Utafiti wa Chuo Kikuu cha Methodist cha Kenya/IJRISS unaonyesha kwamba polisi jamii inaboresha kwa kiasi kikubwa utoaji wa huduma na uaminifu katika Kaunti ya Nairobi,Nonro mar Kenya Methodist University/IJRISS nyiso ni polise mag oganda medo konyo ahinya chiwo mar tich kod geno e County Nairobi,"['Kenya', 'Methodist', 'University/IJRISS', 'research', 'shows', 'community', 'policing', 'significantly', 'improves', 'service', 'delivery', 'and', 'trust', 'in', 'Nairobi', 'County']","['Utafiti', 'wa', 'Chuo', 'Kikuu', 'cha', 'Methodist', 'cha', 'Kenya/IJRISS', 'unaonyesha', 'kwamba', 'polisi', 'jamii', 'inaboresha', 'kwa', 'kiasi', 'kikubwa', 'utoaji', 'wa', 'huduma', 'na', 'uaminifu', 'katika', 'Kaunti', 'ya', 'Nairobi']","['Nonro', 'mar', 'Kenya', 'Methodist', 'University', '/', 'IJRISS', 'nyiso', 'ni', 'polise', 'mag', 'oganda', 'medo', 'konyo', 'ahinya', 'chiwo', 'mar', 'tich', 'kod', 'geno', 'e', 'County', 'Nairobi']",16,25,23,"['Nairobi', 'IJRISS', 'Methodist', 'Kenya']","['University', 'Nairobi', 'County', 'IJRISS', 'Methodist', 'Kenya']",True,True,16,25,21,1.5625,1.3125,0.84,False
1612,Agriculture,Warehouse Receipt Systems (WRS) allow you to store produce and use receipts as collateral for loans. Learn how WRS works for fruits.,Mifumo ya Risiti za Ghalani (WRS) hukuruhusu kuhifadhi mazao na kutumia risiti kama dhamana ya mikopo. Jifunze jinsi WRS inavyofanya kazi kwa matunda.,ofis mar kano cham mar Warehouse Repeipt Systems (WRS) miyowa thuolo mar kano cham kendo tiyo gi rIsitgo e kad mag pesa bang'e.,"['Warehouse', 'Receipt', 'Systems', '(', 'WRS', ')', 'allow', 'you', 'to', 'store', 'produce', 'and', 'use', 'receipts', 'as', 'collateral', 'for', 'loans', '.', 'Learn', 'how', 'WRS', 'works', 'for', 'fruits', '.']","['Mifumo', 'ya', 'Risiti', 'za', 'Ghalani', '(', 'WRS', ')', 'hukuruhusu', 'kuhifadhi', 'mazao', 'na', 'kutumia', 'risiti', 'kama', 'dhamana', 'ya', 'mikopo', '.', 'Jifunze', 'jinsi', 'WRS', 'inavyofanya', 'kazi', 'kwa', 'matunda', '.']","['ofis', 'mar', 'kano', 'cham', 'mar', 'Warehouse', 'Repeipt', 'Systems', '(', 'WRS', ')', 'miyowa', 'thuolo', 'mar', 'kano', 'cham', 'kendo', 'tiyo', 'gi', 'rIsitgo', 'e', 'kad', 'mag', 'pesa', 'bang', ""'"", 'e', '.']",26,27,28,['WRS'],"['WRS', 'Systems', 'Warehouse']",True,True,22,23,23,1.0454545454545454,1.0454545454545454,1.0,False
1598,Agriculture,Transform your raw grains into a higher-value honey wine. Discover simple processing methods and potential markets.,Badilisha nafaka zako mbichi kuwa divai ya asali yenye thamani kubwa. Gundua mbinu rahisi za usindikaji na masoko yanayowezekana.,Lok cham mari ma numu obed divai mar mor kich ma nengo ne ni malo. Fweny yoo mayot mar loko e chiro ma oko manyalore ok cham obed divai mar mor kich.,"['Transform', 'your', 'raw', 'grains', 'into', 'a', 'higher-value', 'honey', 'wine', '.', 'Discover', 'simple', 'processing', 'methods', 'and', 'potential', 'markets', '.']","['Badilisha', 'nafaka', 'zako', 'mbichi', 'kuwa', 'divai', 'ya', 'asali', 'yenye', 'thamani', 'kubwa', '.', 'Gundua', 'mbinu', 'rahisi', 'za', 'usindikaji', 'na', 'masoko', 'yanayowezekana', '.']","['Lok', 'cham', 'mari', 'ma', 'numu', 'obed', 'divai', 'mar', 'mor', 'kich', 'ma', 'nengo', 'ne', 'ni', 'malo', '.', 'Fweny', 'yoo', 'mayot', 'mar', 'loko', 'e', 'chiro', 'ma', 'oko', 'manyalore', 'ok', 'cham', 'obed', 'divai', 'mar', 'mor', 'kich', '.']",18,21,34,[],[],False,False,16,19,32,1.1875,2.0,1.6842105263157894,False
4337,Health,Outbreaks of diarrhoeal disease are prevented through exclusive breastfeeding for six months and timely family planning services.,Milipuko ya ugonjwa wa kuhara huzuiwa kupitia kunyonyesha maziwa ya mama pekee kwa miezi sita na huduma za uzazi wa mpango kwa wakati.,Ogeng'o tuoche mag ng'ut ng'ato kokalo kuom miyo nyathi thuolo mar pi kende kuom dweche auchiel kod tich mar loso chenro mar anyuola e kinde mowinjore.,"['Outbreaks', 'of', 'diarrhoeal', 'disease', 'are', 'prevented', 'through', 'exclusive', 'breastfeeding', 'for', 'six', 'months', 'and', 'timely', 'family', 'planning', 'services', '.']","['Milipuko', 'ya', 'ugonjwa', 'wa', 'kuhara', 'huzuiwa', 'kupitia', 'kunyonyesha', 'maziwa', 'ya', 'mama', 'pekee', 'kwa', 'miezi', 'sita', 'na', 'huduma', 'za', 'uzazi', 'wa', 'mpango', 'kwa', 'wakati', '.']","['Ogeng', ""'"", 'o', 'tuoche', 'mag', 'ng', ""'"", 'ut', 'ng', ""'"", 'ato', 'kokalo', 'kuom', 'miyo', 'nyathi', 'thuolo', 'mar', 'pi', 'kende', 'kuom', 'dweche', 'auchiel', 'kod', 'tich', 'mar', 'loso', 'chenro', 'mar', 'anyuola', 'e', 'kinde', 'mowinjore', '.']",18,24,33,[],[],False,False,17,23,26,1.3529411764705883,1.5294117647058822,1.1304347826086956,False
3918,Education,"As part of improving day secondary school, parents are asked to support peer study groups at home.","Kama sehemu ya kuboresha shule ya upili ya kutwa, wazazi wanaombwa kusaidia vikundi vya wenzao vya kusoma nyumbani.","Kaka achiel kuom yore mag bero skul mar sekondari mar odiechieng', ikwayo jonyuol mondo okony grup mag somo mag jowetegi e ot.","['As', 'part', 'of', 'improving', 'day', 'secondary', 'school', ',', 'parents', 'are', 'asked', 'to', 'support', 'peer', 'study', 'groups', 'at', 'home', '.']","['Kama', 'sehemu', 'ya', 'kuboresha', 'shule', 'ya', 'upili', 'ya', 'kutwa', ',', 'wazazi', 'wanaombwa', 'kusaidia', 'vikundi', 'vya', 'wenzao', 'vya', 'kusoma', 'nyumbani', '.']","['Kaka', 'achiel', 'kuom', 'yore', 'mag', 'bero', 'skul', 'mar', 'sekondari', 'mar', 'odiechieng', ""'"", ',', 'ikwayo', 'jonyuol', 'mondo', 'okony', 'grup', 'mag', 'somo', 'mag', 'jowetegi', 'e', 'ot', '.']",19,20,25,[],[],False,False,17,18,22,1.0588235294117647,1.2941176470588236,1.2222222222222223,False
615,Education,Special needs classrooms increased to 500 – apply for transfer before Dec 20!,Madarasa ya mahitaji maalum yameongezwa hadi 500 – yanaomba uhamisho kabla ya Desemba 20!,Klase ma nigi dwaro makende omedore nyaka 500 kwa mondo odar kapok Desemba 20 ochopo!,"['Special', 'needs', 'classrooms', 'increased', 'to', '500', '–', 'apply', 'for', 'transfer', 'before', 'Dec', '20', '!']","['Madarasa', 'ya', 'mahitaji', 'maalum', 'yameongezwa', 'hadi', '500', '–', 'yanaomba', 'uhamisho', 'kabla', 'ya', 'Desemba', '20', '!']","['Klase', 'ma', 'nigi', 'dwaro', 'makende', 'omedore', 'nyaka', '500', 'kwa', 'mondo', 'odar', 'kapok', 'Desemba', '20', 'ochopo', '!']",14,15,16,[],[],False,False,13,14,15,1.0769230769230769,1.1538461538461537,1.0714285714285714,False
3522,Agriculture,Visit your nearest agricultural office to learn about climate-smart farming.,Tembelea ofisi ya kilimo ya karibu kujifunza kuhusu kilimo hai cha tabianchi.,Dhi e apis mar pur man machiegni kodi mondo ing'e weche mag pur ma luwo chal mar kor lwasi.,"['Visit', 'your', 'nearest', 'agricultural', 'office', 'to', 'learn', 'about', 'climate-smart', 'farming', '.']","['Tembelea', 'ofisi', 'ya', 'kilimo', 'ya', 'karibu', 'kujifunza', 'kuhusu', 'kilimo', 'hai', 'cha', 'tabianchi', '.']","['Dhi', 'e', 'apis', 'mar', 'pur', 'man', 'machiegni', 'kodi', 'mondo', 'ing', ""'"", 'e', 'weche', 'mag', 'pur', 'ma', 'luwo', 'chal', 'mar', 'kor', 'lwasi', '.']",11,13,22,[],[],False,False,10,12,19,1.2,1.9,1.5833333333333333,False
2837,Governance,"NTSA urges motorists to complete pending transactions on TIMS by Friday, December 15, 2023 ahead of integration of all service access on e-Citizen by January 2, 2024.","NTSA inawasihi madereva kukamilisha miamala inayosubiriwa kwenye TIMS ifikapo Ijumaa, Desemba 15, 2023 kabla ya kuunganishwa kwa huduma zote kwenye e-Citizen ifikapo Januari 2, 2024.",NTSA jiwo joriembo mondo otiek chudo kod TIMS chieng' tich abich dwe mar apar kod ariyo tarik apar kod abich higa mar alufu ariyo piero ariyo kod adek motelo ne riwo chenro duto e mbui mar ecitizen chieng' tarik ariyo dwe mar achiel higa mar alufu ariyo piero ariyo kof ang'wen.,"['NTSA', 'urges', 'motorists', 'to', 'complete', 'pending', 'transactions', 'on', 'TIMS', 'by', 'Friday', ',', 'December', '15', ',', '2023', 'ahead', 'of', 'integration', 'of', 'all', 'service', 'access', 'on', 'e-Citizen', 'by', 'January', '2', ',', '2024', '.']","['NTSA', 'inawasihi', 'madereva', 'kukamilisha', 'miamala', 'inayosubiriwa', 'kwenye', 'TIMS', 'ifikapo', 'Ijumaa', ',', 'Desemba', '15', ',', '2023', 'kabla', 'ya', 'kuunganishwa', 'kwa', 'huduma', 'zote', 'kwenye', 'e-Citizen', 'ifikapo', 'Januari', '2', ',', '2024', '.']","['NTSA', 'jiwo', 'joriembo', 'mondo', 'otiek', 'chudo', 'kod', 'TIMS', 'chieng', ""'"", 'tich', 'abich', 'dwe', 'mar', 'apar', 'kod', 'ariyo', 'tarik', 'apar', 'kod', 'abich', 'higa', 'mar', 'alufu', 'ariyo', 'piero', 'ariyo', 'kod', 'adek', 'motelo', 'ne', 'riwo', 'chenro', 'duto', 'e', 'mbui', 'mar', 'ecitizen', 'chieng', ""'"", 'tarik', 'ariyo', 'dwe', 'mar', 'achiel', 'higa', 'mar', 'alufu', 'ariyo', 'piero', 'ariyo', 'kof', 'ang', ""'"", 'wen', '.']",31,29,56,"['TIMS', 'NTSA', 'Citizen']","['TIMS', 'NTSA']",True,True,27,25,51,0.9259259259259259,1.8888888888888888,2.04,False
4416,Security & Safety,Stay informed on severe weather warnings and follow boat and lake safety rules to keep your family safe.,Endelea kufahamishwa kuhusu tahadhari za hali mbaya ya hewa na ufuate kanuni za usalama wa mashua na ziwa kuweka familia yako salama.,Bed gi ng'eyo kuom siem mag yamo mager kendo luwo chike mag arita mar yie kod nam mondo orit joodu maber.,"['Stay', 'informed', 'on', 'severe', 'weather', 'warnings', 'and', 'follow', 'boat', 'and', 'lake', 'safety', 'rules', 'to', 'keep', 'your', 'family', 'safe', '.']","['Endelea', 'kufahamishwa', 'kuhusu', 'tahadhari', 'za', 'hali', 'mbaya', 'ya', 'hewa', 'na', 'ufuate', 'kanuni', 'za', 'usalama', 'wa', 'mashua', 'na', 'ziwa', 'kuweka', 'familia', 'yako', 'salama', '.']","['Bed', 'gi', 'ng', ""'"", 'eyo', 'kuom', 'siem', 'mag', 'yamo', 'mager', 'kendo', 'luwo', 'chike', 'mag', 'arita', 'mar', 'yie', 'kod', 'nam', 'mondo', 'orit', 'joodu', 'maber', '.']",19,23,24,[],[],False,False,18,22,21,1.2222222222222223,1.1666666666666667,0.9545454545454546,False
2048,Security & Safety,Be cautious of strangers asking to use your phone for 'emergencies'.,Kuwa mwangalifu na wageni wanaokuomba kutumia simu yako kwa 'dharura'.,Bed motang' gi joma ok ing'eyo ma kwayo mondo giti gi simo e weche mag 'masira.',"['Be', 'cautious', 'of', 'strangers', 'asking', 'to', 'use', 'your', 'phone', 'for', ""'emergencies"", ""'"", '.']","['Kuwa', 'mwangalifu', 'na', 'wageni', 'wanaokuomba', 'kutumia', 'simu', 'yako', 'kwa', ""'dharura"", ""'"", '.']","['Bed', 'motang', ""'"", 'gi', 'joma', 'ok', 'ing', ""'"", 'eyo', 'ma', 'kwayo', 'mondo', 'giti', 'gi', 'simo', 'e', 'weche', 'mag', ""'"", 'masira', '.', ""'""]",13,12,22,[],[],False,False,11,10,16,0.9090909090909091,1.4545454545454546,1.6,False
